array,label,row,col,x,y,Power_uW,crop_file
239 35 CA,B02,1,2,504,578,23.379,239 35 CA\B2_23.379uW.png
239 35 CA,E01,1,5,1012,480,27.236,239 35 CA\E1_27.236uW.png
239 35 CA,G01,1,7,1352,473,27.354,239 35 CA\G1_27.354uW.png
239 35 CA,K01,1,11,2032,459,31.74,239 35 CA\K1_31.74uW.png
239 35 CA,O01,1,14,2712,446,35.988,239 35 CA\O1_35.988uW.png
239 35 CA,S01,1,18,3392,432,41.634,239 35 CA\S1_41.634uW.png
239 35 CA,U01,1,20,3733,425,45.966,239 35 CA\U1_45.966uW.png
239 35 CA,X02,1,23,4244,501,46.387,239 35 CA\X2_46.387uW.png
239 35 CA,C07,4,3,685,1076,23.662,239 35 CA\C7_23.662uW.png
239 35 CA,I07,4,9,1705,1055,29.774,239 35 CA\I7_29.774uW.png
239 35 CA,Q07,4,16,3066,1028,36.17,239 35 CA\Q7_36.17uW.png
239 35 CA,W07,4,22,4086,1007,44.749,239 35 CA\W7_44.749uW.png
239 35 CA,A13,7,1,357,1671,20.741,239 35 CA\A13_20.741uW.png
239 35 CA,E13,7,5,1036,1657,24.99,239 35 CA\E13_24.99uW.png
239 35 CA,G13,7,7,1376,1650,26.588,239 35 CA\G13_26.588uW.png
239 35 CA,K13,7,11,2056,1636,29.209,239 35 CA\K13_29.209uW.png
239 35 CA,O13,7,14,2736,1623,33.284,239 35 CA\O13_33.284uW.png
239 35 CA,S13,7,18,3416,1609,38.787,239 35 CA\S13_38.787uW.png
239 35 CA,U13,7,20,3757,1602,39.182,239 35 CA\U13_39.182uW.png
239 35 CA,Y13,7,24,4437,1588,41.115,239 35 CA\Y13_41.115uW.png
239 35 CA,A21,10,1,373,2456,17.941,239 35 CA\A21_17.941uW.png
239 35 CA,E21,10,5,1052,2442,20.45,239 35 CA\E21_20.45uW.png
239 35 CA,G21,10,7,1392,2435,22.485,239 35 CA\G21_22.485uW.png
239 35 CA,K21,10,11,2072,2421,25.762,239 35 CA\K21_25.762uW.png
239 35 CA,O21,10,14,2752,2407,27.765,239 35 CA\O21_27.765uW.png
239 35 CA,S21,10,18,3432,2394,30.931,239 35 CA\S21_30.931uW.png
239 35 CA,U21,10,20,3773,2387,31.901,239 35 CA\U21_31.901uW.png
239 35 CA,Y21,10,24,4453,2373,35.36,239 35 CA\Y21_35.36uW.png
239 35 CA,C27,13,3,725,3037,18.028,239 35 CA\C27_18.028uW.png
239 35 CA,I27,13,9,1745,3016,21.821,239 35 CA\I27_21.821uW.png
239 35 CA,Q27,13,16,3106,2988,25.642,239 35 CA\Q27_25.642uW.png
239 35 CA,W27,13,22,4126,2968,27.966,239 35 CA\W27_27.966uW.png
239 35 CA,W31,15,22,4134,3361,25.063,239 35 CA\W31_25.063uW.png
239 35 CA,B32,16,2,564,3520,14.889,239 35 CA\B32_14.889uW.png
239 35 CA,E33,16,5,1076,3619,14.476,239 35 CA\E33_14.476uW.png
239 35 CA,G33,16,7,1416,3612,16.054,239 35 CA\G33_16.054uW.png
239 35 CA,K33,16,11,2096,3598,18.939,239 35 CA\K33_18.939uW.png
239 35 CA,O33,16,14,2776,3584,19.819,239 35 CA\O33_19.819uW.png
239 35 CA,S33,16,18,3456,3571,21.537,239 35 CA\S33_21.537uW.png
239 35 CA,U33,16,20,3797,3564,22.304,239 35 CA\U33_22.304uW.png
