array,label,row,col,x,y,Power_uW,crop_file
289 25 CB,H2,1,8,1938,722,17.667,289 25 CB\H2_17.667uW.png
289 25 CB,J2,1,10,2230,699,36.798,289 25 CB\J2_36.798uW.png
289 25 CB,S1,1,18,3479,526,37.606,289 25 CB\S1_37.606uW.png
289 25 CB,W1,1,22,4044,490,43.916,289 25 CB\W1_43.916uW.png
289 25 CB,Y1,1,24,4333,457,42.565,289 25 CB\Y1_42.565uW.png
289 25 CB,E3,2,5,1539,835,34.393,289 25 CB\E3_34.393uW.png
289 25 CB,R8,4,17,3402,1102,38.472,289 25 CB\R8_38.472uW.png
289 25 CB,V10,5,21,3963,1218,37.878,289 25 CB\V10_37.878uW.png
289 25 CB,X12,6,23,4253,1358,37.701,289 25 CB\X12_37.701uW.png
289 25 CB,K13,7,11,2430,1599,36.525,289 25 CB\K13_36.525uW.png
289 25 CB,X14,7,23,4265,1537,36.232,289 25 CB\X14_36.232uW.png
289 25 CB,B16,8,2,1183,1931,34.401,289 25 CB\B16_34.401uW.png
289 25 CB,V16,8,21,4015,1721,32.741,289 25 CB\V16_32.741uW.png
289 25 CB,X16,8,23,4282,1680,36.135,289 25 CB\X16_36.135uW.png
289 25 CB,S21,10,18,3611,2155,2.692,289 25 CB\S21_2.692uW.png
289 25 CB,U21,10,20,3888,2130,36.529,289 25 CB\U21_36.529uW.png
289 25 CB,Y21,10,24,4465,2094,36.311,289 25 CB\Y21_36.311uW.png
289 25 CB,E23,11,5,1654,2459,36.168,289 25 CB\E23_36.168uW.png
289 25 CB,L22,11,12,2635,2286,35.739,289 25 CB\L22_35.739uW.png
289 25 CB,P22,11,15,3191,2275,5.472,289 25 CB\P22_5.472uW.png
289 25 CB,D24,12,4,1518,2571,19.097,289 25 CB\D24_19.097uW.png
289 25 CB,Q27,13,16,3367,2666,10.801,289 25 CB\Q27_10.801uW.png
289 25 CB,W27,13,22,4225,2599,36.384,289 25 CB\W27_36.384uW.png
289 25 CB,D28,14,4,1540,2877,34.79,289 25 CB\D28_34.79uW.png
289 25 CB,F28,14,6,1835,2844,36.877,289 25 CB\F28_36.877uW.png
289 25 CB,J28,14,10,2390,2810,22.022,289 25 CB\J28_22.022uW.png
289 25 CB,P28,14,15,3249,2763,35.926,289 25 CB\P28_35.926uW.png
289 25 CB,I31,15,9,2264,3093,23.244,289 25 CB\I31_23.244uW.png
289 25 CB,V30,15,21,4100,2846,36.257,289 25 CB\V30_36.257uW.png
289 25 CB,B32,16,2,1291,3232,5.483,289 25 CB\B32_5.483uW.png
289 25 CB,F32,16,6,1845,3168,40.703,289 25 CB\F32_40.703uW.png
289 25 CB,K33,16,11,2569,3208,37.554,289 25 CB\K33_37.554uW.png
289 25 CB,S33,16,18,3684,3132,37.428,289 25 CB\S33_37.428uW.png
289 25 CB,W33,16,22,4248,3094,42.287,289 25 CB\W33_42.287uW.png
