array,label,row,col,x,y,Power_uW,crop_file
260 25 CB,B02,1,2,455,529,52.393,260 25 CB\B2_52.393uW.png
260 25 CB,E01,1,5,963,433,51.606,260 25 CB\E1_51.606uW.png
260 25 CB,G01,1,7,1303,427,49.923,260 25 CB\G1_49.923uW.png
260 25 CB,K01,1,11,1982,415,50.827,260 25 CB\K1_50.827uW.png
260 25 CB,O01,1,14,2662,403,52.044,260 25 CB\O1_52.044uW.png
260 25 CB,S01,1,18,3342,391,51.659,260 25 CB\S1_51.659uW.png
260 25 CB,U01,1,20,3683,385,51.892,260 25 CB\U1_51.892uW.png
260 25 CB,X04,2,23,4198,659,53.369,260 25 CB\X4_53.369uW.png
260 25 CB,C07,4,3,634,1028,52.411,260 25 CB\C7_52.411uW.png
260 25 CB,I07,4,9,1654,1010,52.179,260 25 CB\I7_52.179uW.png
260 25 CB,Q07,4,16,3015,986,51.695,260 25 CB\Q7_51.695uW.png
260 25 CB,W07,4,22,4034,968,50.532,260 25 CB\W7_50.532uW.png
260 25 CB,A13,7,1,305,1622,49.341,260 25 CB\A13_49.341uW.png
260 25 CB,E13,7,5,984,1610,50.245,260 25 CB\E13_50.245uW.png
260 25 CB,G13,7,7,1324,1604,52.107,260 25 CB\G13_52.107uW.png
260 25 CB,K13,7,11,2003,1592,50.791,260 25 CB\K13_50.791uW.png
260 25 CB,O13,7,14,2683,1580,52.465,260 25 CB\O13_52.465uW.png
260 25 CB,S13,7,18,3363,1567,50.138,260 25 CB\S13_50.138uW.png
260 25 CB,U13,7,20,3704,1561,50.764,260 25 CB\U13_50.764uW.png
260 25 CB,Y13,7,24,4384,1549,51.83,260 25 CB\Y13_51.83uW.png
260 25 CB,B20,10,2,486,2293,52.698,260 25 CB\B20_52.698uW.png
260 25 CB,E21,10,5,998,2394,51.606,260 25 CB\E21_51.606uW.png
260 25 CB,G21,10,7,1337,2388,51.785,260 25 CB\G21_51.785uW.png
260 25 CB,K21,10,11,2017,2376,53.047,260 25 CB\K21_53.047uW.png
260 25 CB,O21,10,14,2697,2364,51.418,260 25 CB\O21_51.418uW.png
260 25 CB,U21,10,20,3718,2346,51.364,260 25 CB\U21_51.364uW.png
260 25 CB,X20,10,23,4226,2227,50.881,260 25 CB\X20_50.881uW.png
260 25 CB,R22,11,17,3209,2441,51.185,260 25 CB\R22_51.185uW.png
260 25 CB,Q27,13,16,3049,2946,51.713,260 25 CB\Q27_51.713uW.png
260 25 CB,B28,14,2,500,3078,50.263,260 25 CB\B28_50.263uW.png
260 25 CB,J28,14,10,1859,3054,51.597,260 25 CB\J28_51.597uW.png
260 25 CB,S29,14,18,3391,3137,50.469,260 25 CB\S29_50.469uW.png
260 25 CB,X28,14,23,4239,3012,52.546,260 25 CB\X28_52.546uW.png
260 25 CB,G31,15,7,1355,3369,20.911,260 25 CB\G31_20.911uW.png
260 25 CB,O31,15,14,2714,3345,49.977,260 25 CB\O31_49.977uW.png
260 25 CB,B32,16,2,507,3471,53.19,260 25 CB\B32_53.19uW.png
260 25 CB,D32,16,4,847,3465,49.789,260 25 CB\D32_49.789uW.png
260 25 CB,J32,16,10,1866,3447,52.957,260 25 CB\J32_52.957uW.png
260 25 CB,U33,16,20,3739,3523,50.227,260 25 CB\U33_50.227uW.png
260 25 CB,W33,16,22,4079,3517,51.794,260 25 CB\W33_51.794uW.png
