array,label,row,col,x,y,Power_uW,crop_file
259 22 CB,B02,1,2,510,595,52.716,259 22 CB\B2_52.716uW.png
259 22 CB,E01,1,5,1019,489,52.026,259 22 CB\E1_52.026uW.png
259 22 CB,G01,1,7,1360,482,53.996,259 22 CB\G1_53.996uW.png
259 22 CB,O01,1,14,2718,461,55.007,259 22 CB\O1_55.007uW.png
259 22 CB,S01,1,18,3399,448,53.897,259 22 CB\S1_53.897uW.png
259 22 CB,U01,1,20,3739,443,53.235,259 22 CB\U1_53.235uW.png
259 22 CB,X02,1,23,4251,531,54.291,259 22 CB\X2_54.291uW.png
259 22 CB,K03,2,11,2043,667,53.942,259 22 CB\K3_53.942uW.png
259 22 CB,W05,3,22,4087,849,54.551,259 22 CB\W5_54.551uW.png
259 22 CB,C07,4,3,689,1102,53.897,259 22 CB\C7_53.897uW.png
259 22 CB,I07,4,9,1709,1082,52.241,259 22 CB\I7_52.241uW.png
259 22 CB,Q07,4,16,3070,1061,54.9,259 22 CB\Q7_54.9uW.png
259 22 CB,A13,7,1,360,1678,55.195,259 22 CB\A13_55.195uW.png
259 22 CB,E13,7,5,1038,1666,53.593,259 22 CB\E13_53.593uW.png
259 22 CB,G13,7,7,1378,1659,51.31,259 22 CB\G13_51.31uW.png
259 22 CB,K13,7,11,2059,1648,52.188,259 22 CB\K13_52.188uW.png
259 22 CB,O13,7,14,2738,1636,54.613,259 22 CB\O13_54.613uW.png
259 22 CB,S13,7,18,3418,1626,53.351,259 22 CB\S13_53.351uW.png
259 22 CB,U13,7,20,3758,1620,53.396,259 22 CB\U13_53.396uW.png
259 22 CB,Y13,7,24,4439,1608,52.286,259 22 CB\Y13_52.286uW.png
259 22 CB,A21,10,1,373,2463,53.969,259 22 CB\A21_53.969uW.png
259 22 CB,E21,10,5,1052,2451,54.381,259 22 CB\E21_54.381uW.png
259 22 CB,G21,10,7,1392,2444,52.125,259 22 CB\G21_52.125uW.png
259 22 CB,K21,10,11,2072,2433,53.754,259 22 CB\K21_53.754uW.png
259 22 CB,O21,10,14,2753,2421,54.578,259 22 CB\O21_54.578uW.png
259 22 CB,S21,10,18,3432,2411,53.154,259 22 CB\S21_53.154uW.png
259 22 CB,U21,10,20,3772,2405,52.474,259 22 CB\U21_52.474uW.png
259 22 CB,Y21,10,24,4453,2392,52.617,259 22 CB\Y21_52.617uW.png
259 22 CB,C27,13,3,723,3062,53.432,259 22 CB\C27_53.432uW.png
259 22 CB,I27,13,9,1742,3043,53.02,259 22 CB\I27_53.02uW.png
259 22 CB,Q27,13,16,3105,3022,52.572,259 22 CB\Q27_52.572uW.png
259 22 CB,W27,13,22,4124,3005,49.225,259 22 CB\W27_49.225uW.png
259 22 CB,B32,16,2,559,3539,54.381,259 22 CB\B32_54.381uW.png
259 22 CB,E33,16,5,1072,3628,52.214,259 22 CB\E33_52.214uW.png
259 22 CB,G33,16,7,1413,3623,53.709,259 22 CB\G33_53.709uW.png
259 22 CB,K33,16,11,2092,3611,54.005,259 22 CB\K33_54.005uW.png
259 22 CB,O33,16,14,2772,3599,54.139,259 22 CB\O33_54.139uW.png
259 22 CB,S33,16,18,3453,3589,53.289,259 22 CB\S33_53.289uW.png
259 22 CB,U33,16,20,3793,3583,53.915,259 22 CB\U33_53.915uW.png
259 22 CB,X32,16,23,4301,3476,54.354,259 22 CB\X32_54.354uW.png
