array,label,row,col,x,y,Power_uW,crop_file
258 25 CB,B02,1,2,476,522,37.846,258 25 CB\B2_37.846uW.png
258 25 CB,E01,1,5,984,426,38.074,258 25 CB\E1_38.074uW.png
258 25 CB,G01,1,7,1324,419,37.41,258 25 CB\G1_37.41uW.png
258 25 CB,K01,1,11,2004,407,38.739,258 25 CB\K1_38.739uW.png
258 25 CB,O01,1,14,2683,394,37.989,258 25 CB\O1_37.989uW.png
258 25 CB,S01,1,18,3363,381,38.274,258 25 CB\S1_38.274uW.png
258 25 CB,U01,1,20,3704,375,37.312,258 25 CB\U1_37.312uW.png
258 25 CB,X02,1,23,4216,452,38.539,258 25 CB\X2_38.539uW.png
258 25 CB,C07,4,3,656,1021,37.451,258 25 CB\C7_37.451uW.png
258 25 CB,I07,4,9,1676,1002,35.746,258 25 CB\I7_35.746uW.png
258 25 CB,Q07,4,16,3036,976,38.09,258 25 CB\Q7_38.09uW.png
258 25 CB,W07,4,22,4056,957,37.891,258 25 CB\W7_37.891uW.png
258 25 CB,A13,7,1,327,1615,38.111,258 25 CB\A13_38.111uW.png
258 25 CB,E13,7,5,1006,1602,37.701,258 25 CB\E13_37.701uW.png
258 25 CB,G13,7,7,1346,1596,37.695,258 25 CB\G13_37.695uW.png
258 25 CB,K13,7,11,2026,1583,38.039,258 25 CB\K13_38.039uW.png
258 25 CB,O13,7,14,2705,1571,40.381,258 25 CB\O13_40.381uW.png
258 25 CB,S13,7,18,3385,1558,38.577,258 25 CB\S13_38.577uW.png
258 25 CB,U13,7,20,3726,1551,37.638,258 25 CB\U13_37.638uW.png
258 25 CB,Y13,7,24,4406,1539,35.742,258 25 CB\Y13_35.742uW.png
258 25 CB,A21,10,1,342,2400,37.086,258 25 CB\A21_37.086uW.png
258 25 CB,E21,10,5,1021,2387,39.496,258 25 CB\E21_39.496uW.png
258 25 CB,G21,10,7,1361,2381,36.655,258 25 CB\G21_36.655uW.png
258 25 CB,K21,10,11,2040,2368,36.597,258 25 CB\K21_36.597uW.png
258 25 CB,O21,10,14,2720,2355,38.157,258 25 CB\O21_38.157uW.png
258 25 CB,S21,10,18,3400,2343,39.491,258 25 CB\S21_39.491uW.png
258 25 CB,U21,10,20,3741,2336,34.388,258 25 CB\U21_34.388uW.png
258 25 CB,Y21,10,24,4421,2323,38.142,258 25 CB\Y21_38.142uW.png
258 25 CB,C27,13,3,693,2981,36.115,258 25 CB\C27_36.115uW.png
258 25 CB,I27,13,9,1712,2962,37.546,258 25 CB\I27_37.546uW.png
258 25 CB,Q27,13,16,3073,2937,38.085,258 25 CB\Q27_38.085uW.png
258 25 CB,W27,13,22,4093,2918,38.3,258 25 CB\W27_38.3uW.png
258 25 CB,B32,16,2,531,3464,35.687,258 25 CB\B32_35.687uW.png
258 25 CB,E33,16,5,1043,3564,37.882,258 25 CB\E33_37.882uW.png
258 25 CB,G33,16,7,1383,3557,38.154,258 25 CB\G33_38.154uW.png
258 25 CB,K33,16,11,2062,3545,38.412,258 25 CB\K33_38.412uW.png
258 25 CB,O33,16,14,2742,3532,37.073,258 25 CB\O33_37.073uW.png
258 25 CB,S33,16,18,3422,3519,37.901,258 25 CB\S33_37.901uW.png
258 25 CB,U33,16,20,3763,3513,37.709,258 25 CB\U33_37.709uW.png
258 25 CB,X32,16,23,4271,3394,37.715,258 25 CB\X32_37.715uW.png
