array,label,row,col,x,y,Power_uW,crop_file
260 35 CA,B02,1,2,437,634,54.291,260 35 CA\B2_54.291uW.png
260 35 CA,E01,1,5,945,538,52.948,260 35 CA\E1_52.948uW.png
260 35 CA,G01,1,7,1285,532,53.333,260 35 CA\G1_53.333uW.png
260 35 CA,K01,1,11,1965,520,52.904,260 35 CA\K1_52.904uW.png
260 35 CA,O01,1,14,2645,508,54.425,260 35 CA\O1_54.425uW.png
260 35 CA,S01,1,18,3325,496,54.39,260 35 CA\S1_54.39uW.png
260 35 CA,U01,1,20,3666,490,52.349,260 35 CA\U1_52.349uW.png
260 35 CA,X02,1,23,4177,568,53.861,260 35 CA\X2_53.861uW.png
260 35 CA,C07,4,3,617,1133,54.542,260 35 CA\C7_54.542uW.png
260 35 CA,I07,4,9,1637,1115,52.984,260 35 CA\I7_52.984uW.png
260 35 CA,Q07,4,16,2997,1091,52.859,260 35 CA\Q7_52.859uW.png
260 35 CA,W07,4,22,4017,1073,52.179,260 35 CA\W7_52.179uW.png
260 35 CA,X12,6,23,4195,1549,52.456,260 35 CA\X12_52.456uW.png
260 35 CA,A13,7,1,287,1727,53.575,260 35 CA\A13_53.575uW.png
260 35 CA,E13,7,5,966,1715,54.354,260 35 CA\E13_54.354uW.png
260 35 CA,G13,7,7,1306,1709,52.689,260 35 CA\G13_52.689uW.png
260 35 CA,K13,7,11,1986,1697,52.376,260 35 CA\K13_52.376uW.png
260 35 CA,O13,7,14,2666,1685,52.984,260 35 CA\O13_52.984uW.png
260 35 CA,T14,7,19,3516,1757,54.336,260 35 CA\T14_54.336uW.png
260 35 CA,U13,7,20,3687,1667,53.405,260 35 CA\U13_53.405uW.png
260 35 CA,S19,9,18,3356,2262,52.268,260 35 CA\S19_52.268uW.png
260 35 CA,A21,10,1,301,2512,53.987,260 35 CA\A21_53.987uW.png
260 35 CA,E21,10,5,980,2500,53.208,260 35 CA\E21_53.208uW.png
260 35 CA,G21,10,7,1320,2494,52.564,260 35 CA\G21_52.564uW.png
260 35 CA,J20,10,10,1828,2375,52.922,260 35 CA\J20_52.922uW.png
260 35 CA,O21,10,14,2680,2470,54.846,260 35 CA\O21_54.846uW.png
260 35 CA,U21,10,20,3700,2452,51.427,260 35 CA\U21_51.427uW.png
260 35 CA,Y21,10,24,4380,2440,53.503,260 35 CA\Y21_53.503uW.png
260 35 CA,C27,13,3,651,3094,52.286,260 35 CA\C27_52.286uW.png
260 35 CA,I27,13,9,1671,3076,53.029,260 35 CA\I27_53.029uW.png
260 35 CA,Q27,13,16,3032,3052,52.528,260 35 CA\Q27_52.528uW.png
260 35 CA,W27,13,22,4052,3034,53.136,260 35 CA\W27_53.136uW.png
260 35 CA,E31,15,5,997,3480,52.707,260 35 CA\E31_52.707uW.png
260 35 CA,X30,15,23,4226,3315,52.886,260 35 CA\X30_52.886uW.png
260 35 CA,B32,16,2,489,3576,56.225,260 35 CA\B32_56.225uW.png
260 35 CA,H32,16,8,1509,3558,54.757,260 35 CA\H32_54.757uW.png
260 35 CA,J32,16,10,1849,3553,54.479,260 35 CA\J32_54.479uW.png
260 35 CA,O33,16,14,2700,3647,53.494,260 35 CA\O33_53.494uW.png
260 35 CA,S33,16,18,3380,3635,52.071,260 35 CA\S33_52.071uW.png
260 35 CA,U33,16,20,3721,3629,52.232,260 35 CA\U33_52.232uW.png
