array,label,row,col,x,y,Power_uW,crop_file
257 25 CB,B04,2,2,500,853,56.735,257 25 CB\B4_56.735uW.png
257 25 CB,E03,2,5,1009,758,52.787,257 25 CB\E3_52.787uW.png
257 25 CB,H04,2,8,1520,836,54.39,257 25 CB\H4_54.39uW.png
257 25 CB,K03,2,11,2029,741,53.593,257 25 CB\K3_53.593uW.png
257 25 CB,O03,2,14,2709,730,54.73,257 25 CB\O3_54.73uW.png
257 25 CB,S03,2,18,3389,719,54.166,257 25 CB\S3_54.166uW.png
257 25 CB,T04,2,19,3559,804,54.041,257 25 CB\T4_54.041uW.png
257 25 CB,T06,3,19,3562,1000,52.188,257 25 CB\T6_52.188uW.png
257 25 CB,C07,4,3,676,1156,55.831,257 25 CB\C7_55.831uW.png
257 25 CB,I07,4,9,1696,1140,52.984,257 25 CB\I7_52.984uW.png
257 25 CB,Q07,4,16,3057,1118,56.072,257 25 CB\Q7_56.072uW.png
257 25 CB,U09,5,20,3739,1302,53.951,257 25 CB\U9_53.951uW.png
257 25 CB,B12,6,2,513,1638,55.75,257 25 CB\B12_55.75uW.png
257 25 CB,E13,7,5,1024,1739,53.253,257 25 CB\E13_53.253uW.png
257 25 CB,G13,7,7,1364,1733,53.718,257 25 CB\G13_53.718uW.png
257 25 CB,K13,7,11,2044,1722,53.611,257 25 CB\K13_53.611uW.png
257 25 CB,O13,7,14,2724,1711,54.882,257 25 CB\O13_54.882uW.png
257 25 CB,S13,7,18,3404,1700,54.443,257 25 CB\S13_54.443uW.png
257 25 CB,U13,7,20,3745,1695,7.903,257 25 CB\U13_7.903uW.png
257 25 CB,V14,7,21,3917,1779,53.548,257 25 CB\V14_53.548uW.png
257 25 CB,T18,9,19,3581,2177,53.262,257 25 CB\T18_53.262uW.png
257 25 CB,V18,9,21,3923,2171,51.776,257 25 CB\V18_51.776uW.png
257 25 CB,B20,10,2,525,2422,54.309,257 25 CB\B20_54.309uW.png
257 25 CB,D20,10,4,865,2416,53.172,257 25 CB\D20_53.172uW.png
257 25 CB,G21,10,7,1377,2518,0.0,257 25 CB\G21_0.0uW.png
257 25 CB,O21,10,14,2737,2496,54.309,257 25 CB\O21_54.309uW.png
257 25 CB,Q21,10,16,3079,2491,52.895,257 25 CB\Q21_52.895uW.png
257 25 CB,B22,11,2,528,2618,52.832,257 25 CB\B22_52.832uW.png
257 25 CB,J22,11,10,1888,2596,55.365,257 25 CB\J22_55.365uW.png
257 25 CB,Q23,11,16,3082,2687,54.112,257 25 CB\Q23_54.112uW.png
257 25 CB,P24,12,15,2912,2777,52.823,257 25 CB\P24_52.823uW.png
257 25 CB,D26,13,4,875,3005,53.996,257 25 CB\D26_53.996uW.png
257 25 CB,O27,13,14,2746,3084,53.772,257 25 CB\O27_53.772uW.png
257 25 CB,P26,13,15,2916,2973,51.785,257 25 CB\P26_51.785uW.png
257 25 CB,F28,14,6,1216,3196,53.486,257 25 CB\F28_53.486uW.png
257 25 CB,H28,14,8,1558,3190,55.473,257 25 CB\H28_55.473uW.png
257 25 CB,O29,14,14,2749,3281,53.181,257 25 CB\O29_53.181uW.png
257 25 CB,P28,14,15,2919,3169,52.671,257 25 CB\P28_52.671uW.png
257 25 CB,H30,15,8,1561,3387,54.73,257 25 CB\H30_54.73uW.png
257 25 CB,J32,16,10,1904,3578,53.96,257 25 CB\J32_53.96uW.png
