array,label,row,col,x,y,Power_uW,crop_file
289 22 CB,E01,1,5,977,507,17.125,289 22 CB\E1_17.125uW.png
289 22 CB,K01,1,11,1996,490,13.285,289 22 CB\K1_13.285uW.png
289 22 CB,P02,1,15,2848,563,15.613,289 22 CB\P2_15.613uW.png
289 22 CB,R02,1,17,3188,558,18.025,289 22 CB\R2_18.025uW.png
289 22 CB,U01,1,20,3697,462,8.125,289 22 CB\U1_8.125uW.png
289 22 CB,X02,1,23,4208,541,27.302,289 22 CB\X2_27.302uW.png
289 22 CB,A03,2,1,301,715,4.947,289 22 CB\A3_4.947uW.png
289 22 CB,G03,2,7,1320,698,10.648,289 22 CB\G3_10.648uW.png
289 22 CB,C07,4,3,647,1102,7.956,289 22 CB\C7_7.956uW.png
289 22 CB,I07,4,9,1667,1085,17.496,289 22 CB\I7_17.496uW.png
289 22 CB,Q07,4,16,3028,1062,25.531,289 22 CB\Q7_25.531uW.png
289 22 CB,W07,4,22,4047,1045,35.585,289 22 CB\W7_35.585uW.png
289 22 CB,D12,6,4,824,1578,10.001,289 22 CB\D12_10.001uW.png
289 22 CB,X12,6,23,4224,1521,31.336,289 22 CB\X12_31.336uW.png
289 22 CB,G13,7,7,1336,1678,7.921,289 22 CB\G13_7.921uW.png
289 22 CB,K13,7,11,2016,1667,11.181,289 22 CB\K13_11.181uW.png
289 22 CB,O13,7,14,2696,1656,16.846,289 22 CB\O13_16.846uW.png
289 22 CB,R14,7,17,3208,1734,23.037,289 22 CB\R14_23.037uW.png
289 22 CB,U13,7,20,3716,1639,8.055,289 22 CB\U13_8.055uW.png
289 22 CB,C15,8,3,661,1886,11.528,289 22 CB\C15_11.528uW.png
289 22 CB,E21,10,5,1009,2469,7.046,289 22 CB\E21_7.046uW.png
289 22 CB,G21,10,7,1349,2463,11.586,289 22 CB\G21_11.586uW.png
289 22 CB,K21,10,11,2029,2452,9.468,289 22 CB\K21_9.468uW.png
289 22 CB,P20,10,15,2878,2328,12.989,289 22 CB\P20_12.989uW.png
289 22 CB,S21,10,18,3389,2429,18.93,289 22 CB\S21_18.93uW.png
289 22 CB,V20,10,21,3898,2311,12.423,289 22 CB\V20_12.423uW.png
289 22 CB,X20,10,23,4237,2305,11.408,289 22 CB\X20_11.408uW.png
289 22 CB,B22,11,2,501,2563,6.779,289 22 CB\B22_6.779uW.png
289 22 CB,C27,13,3,680,3062,43.451,289 22 CB\C27_43.451uW.png
289 22 CB,I27,13,9,1700,3045,43.934,289 22 CB\I27_43.934uW.png
289 22 CB,P26,13,15,2888,2916,18.552,289 22 CB\P26_18.552uW.png
289 22 CB,V28,14,21,3911,3095,13.75,289 22 CB\V28_13.75uW.png
289 22 CB,K31,15,11,2045,3432,14.871,289 22 CB\K31_14.871uW.png
289 22 CB,O31,15,14,2725,3421,9.586,289 22 CB\O31_9.586uW.png
289 22 CB,X30,15,23,4254,3287,15.487,289 22 CB\X30_15.487uW.png
289 22 CB,B32,16,2,517,3545,9.112,289 22 CB\B32_9.112uW.png
289 22 CB,E33,16,5,1029,3645,10.262,289 22 CB\E33_10.262uW.png
289 22 CB,G33,16,7,1369,3640,11.353,289 22 CB\G33_11.353uW.png
289 22 CB,S33,16,18,3408,3606,5.637,289 22 CB\S33_5.637uW.png
289 22 CB,V32,16,21,3917,3488,19.504,289 22 CB\V32_19.504uW.png
