array,label,row,col,x,y,Power_uW,crop_file
234 32 CA,C01,1,3,608,338,56.046,234 32 CA\C1_56.046uW.png
234 32 CA,E01,1,5,947,331,54.649,234 32 CA\E1_54.649uW.png
234 32 CA,G01,1,7,1287,324,54.434,234 32 CA\G1_54.434uW.png
234 32 CA,K01,1,11,1967,310,54.184,234 32 CA\K1_54.184uW.png
234 32 CA,N02,1,13,2478,386,43.773,234 32 CA\N2_43.773uW.png
234 32 CA,S01,1,18,3327,281,42.046,234 32 CA\S1_42.046uW.png
234 32 CA,U01,1,20,3668,274,42.968,234 32 CA\U1_42.968uW.png
234 32 CA,X02,1,23,4179,350,43.648,234 32 CA\X2_43.648uW.png
234 32 CA,C07,4,3,620,927,54.766,234 32 CA\C7_54.766uW.png
234 32 CA,I07,4,9,1640,906,53.763,234 32 CA\I7_53.763uW.png
234 32 CA,Q07,4,16,3001,877,43.093,234 32 CA\Q7_43.093uW.png
234 32 CA,W07,4,22,4021,855,43.335,234 32 CA\W7_43.335uW.png
234 32 CA,A13,7,1,293,1522,55.24,234 32 CA\A13_55.24uW.png
234 32 CA,E13,7,5,972,1508,53.271,234 32 CA\E13_53.271uW.png
234 32 CA,G13,7,7,1312,1501,55.043,234 32 CA\G13_55.043uW.png
234 32 CA,K13,7,11,1992,1486,55.938,234 32 CA\K13_55.938uW.png
234 32 CA,O13,7,14,2672,1472,43.066,234 32 CA\O13_43.066uW.png
234 32 CA,S13,7,18,3351,1458,43.075,234 32 CA\S13_43.075uW.png
234 32 CA,U13,7,20,3692,1451,40.855,234 32 CA\U13_40.855uW.png
234 32 CA,Y13,7,24,4372,1436,42.959,234 32 CA\Y13_42.959uW.png
234 32 CA,A21,10,1,309,2307,55.312,234 32 CA\A21_55.312uW.png
234 32 CA,E21,10,5,988,2293,54.971,234 32 CA\E21_54.971uW.png
234 32 CA,G21,10,7,1328,2286,54.381,234 32 CA\G21_54.381uW.png
234 32 CA,K21,10,11,2008,2271,54.9,234 32 CA\K21_54.9uW.png
234 32 CA,O21,10,14,2688,2257,49.09,234 32 CA\O21_49.09uW.png
234 32 CA,S21,10,18,3368,2243,46.539,234 32 CA\S21_46.539uW.png
234 32 CA,U21,10,20,3709,2235,45.868,234 32 CA\U21_45.868uW.png
234 32 CA,Y21,10,24,4389,2221,46.62,234 32 CA\Y21_46.62uW.png
234 32 CA,C27,13,3,662,2888,53.593,234 32 CA\C27_53.593uW.png
234 32 CA,I27,13,9,1682,2866,53.951,234 32 CA\I27_53.951uW.png
234 32 CA,Q27,13,16,3042,2838,34.002,234 32 CA\Q27_34.002uW.png
234 32 CA,W27,13,22,4062,2816,43.487,234 32 CA\W27_43.487uW.png
234 32 CA,B32,16,2,501,3372,54.282,234 32 CA\B32_54.282uW.png
234 32 CA,E33,16,5,1013,3470,54.452,234 32 CA\E33_54.452uW.png
234 32 CA,G33,16,7,1353,3463,52.349,234 32 CA\G33_52.349uW.png
234 32 CA,K33,16,11,2033,3448,55.33,234 32 CA\K33_55.33uW.png
234 32 CA,O33,16,14,2713,3434,36.649,234 32 CA\O33_36.649uW.png
234 32 CA,S33,16,18,3393,3420,38.768,234 32 CA\S33_38.768uW.png
234 32 CA,U33,16,20,3734,3412,34.234,234 32 CA\U33_34.234uW.png
234 32 CA,X32,16,23,4241,3293,39.318,234 32 CA\X32_39.318uW.png
