array,label,row,col,x,y,Power_uW,crop_file
260 45 CC,B02,1,2,454,587,54.345,260 45 CC\B2_54.345uW.png
260 45 CC,E01,1,5,963,480,53.477,260 45 CC\E1_53.477uW.png
260 45 CC,G01,1,7,1304,474,52.653,260 45 CC\G1_52.653uW.png
260 45 CC,K01,1,11,1983,462,53.414,260 45 CC\K1_53.414uW.png
260 45 CC,O01,1,14,2662,451,53.548,260 45 CC\O1_53.548uW.png
260 45 CC,S01,1,18,3342,438,54.408,260 45 CC\S1_54.408uW.png
260 45 CC,U01,1,20,3682,432,52.59,260 45 CC\U1_52.59uW.png
260 45 CC,X02,1,23,4195,520,51.803,260 45 CC\X2_51.803uW.png
260 45 CC,C07,4,3,634,1093,52.143,260 45 CC\C7_52.143uW.png
260 45 CC,I07,4,9,1654,1073,52.223,260 45 CC\I7_52.223uW.png
260 45 CC,Q07,4,16,3014,1051,54.014,260 45 CC\Q7_54.014uW.png
260 45 CC,W07,4,22,4035,1034,52.277,260 45 CC\W7_52.277uW.png
260 45 CC,A13,7,1,305,1670,53.306,260 45 CC\A13_53.306uW.png
260 45 CC,E13,7,5,983,1657,52.385,260 45 CC\E13_52.385uW.png
260 45 CC,G13,7,7,1323,1650,51.785,260 45 CC\G13_51.785uW.png
260 45 CC,K13,7,11,2004,1638,52.376,260 45 CC\K13_52.376uW.png
260 45 CC,O13,7,14,2683,1626,53.477,260 45 CC\O13_53.477uW.png
260 45 CC,S13,7,18,3362,1616,53.127,260 45 CC\S13_53.127uW.png
260 45 CC,U13,7,20,3702,1609,52.778,260 45 CC\U13_52.778uW.png
260 45 CC,Y13,7,24,4383,1597,52.769,260 45 CC\Y13_52.769uW.png
260 45 CC,A21,10,1,319,2455,54.085,260 45 CC\A21_54.085uW.png
260 45 CC,E21,10,5,998,2442,52.474,260 45 CC\E21_52.474uW.png
260 45 CC,G21,10,7,1337,2435,53.548,260 45 CC\G21_53.548uW.png
260 45 CC,J20,10,10,1845,2328,55.455,260 45 CC\J20_55.455uW.png
260 45 CC,O21,10,14,2698,2411,56.081,260 45 CC\O21_56.081uW.png
260 45 CC,S21,10,18,3377,2400,54.685,260 45 CC\S21_54.685uW.png
260 45 CC,U21,10,20,3717,2394,53.96,260 45 CC\U21_53.96uW.png
260 45 CC,Y21,10,24,4398,2381,53.512,260 45 CC\Y21_53.512uW.png
260 45 CC,C27,13,3,669,3053,53.861,260 45 CC\C27_53.861uW.png
260 45 CC,I27,13,9,1688,3034,53.629,260 45 CC\I27_53.629uW.png
260 45 CC,Q27,13,16,3051,3012,52.304,260 45 CC\Q27_52.304uW.png
260 45 CC,V26,13,21,3896,2882,52.769,260 45 CC\V26_52.769uW.png
260 45 CC,E31,15,5,1015,3423,54.085,260 45 CC\E31_54.085uW.png
260 45 CC,G31,15,7,1355,3417,55.383,260 45 CC\G31_55.383uW.png
260 45 CC,K31,15,11,2034,3405,54.515,260 45 CC\K31_54.515uW.png
260 45 CC,W31,15,22,4076,3385,53.602,260 45 CC\W31_53.602uW.png
260 45 CC,B32,16,2,505,3531,54.551,260 45 CC\B32_54.551uW.png
260 45 CC,O33,16,14,2718,3589,52.322,260 45 CC\O33_52.322uW.png
260 45 CC,S33,16,18,3399,3578,53.674,260 45 CC\S33_53.674uW.png
260 45 CC,U33,16,20,3739,3572,52.053,260 45 CC\U33_52.053uW.png
