array,label,row,col,x,y,Power_uW,crop_file
289 32 CA,B02,1,2,468,550,16.1,289 32 CA\B2_16.1uW.png
289 32 CA,E01,1,5,977,455,43.039,289 32 CA\E1_43.039uW.png
289 32 CA,G01,1,7,1317,449,43.379,289 32 CA\G1_43.379uW.png
289 32 CA,K01,1,11,1996,438,22.673,289 32 CA\K1_22.673uW.png
289 32 CA,R02,1,17,3189,505,12.442,289 32 CA\R2_12.442uW.png
289 32 CA,V02,1,21,3869,494,41.392,289 32 CA\V2_41.392uW.png
289 32 CA,X02,1,23,4208,488,43.97,289 32 CA\X2_43.97uW.png
289 32 CA,O05,3,14,2683,819,43.666,289 32 CA\O5_43.666uW.png
289 32 CA,Q05,3,16,3025,813,17.374,289 32 CA\Q5_17.374uW.png
289 32 CA,W05,3,22,4045,796,19.102,289 32 CA\W5_19.102uW.png
289 32 CA,C07,4,3,647,1049,19.125,289 32 CA\C7_19.125uW.png
289 32 CA,J08,4,10,1838,1116,44.015,289 32 CA\J8_44.015uW.png
289 32 CA,A13,7,1,317,1643,13.988,289 32 CA\A13_13.988uW.png
289 32 CA,E13,7,5,996,1632,24.014,289 32 CA\E13_24.014uW.png
289 32 CA,G13,7,7,1336,1626,17.819,289 32 CA\G13_17.819uW.png
289 32 CA,K13,7,11,2016,1615,37.268,289 32 CA\K13_37.268uW.png
289 32 CA,O13,7,14,2696,1604,7.791,289 32 CA\O13_7.791uW.png
289 32 CA,U13,7,20,3717,1587,43.362,289 32 CA\U13_43.362uW.png
289 32 CA,X14,7,23,4228,1665,9.733,289 32 CA\X14_9.733uW.png
289 32 CA,S15,8,18,3379,1788,43.773,289 32 CA\S15_43.773uW.png
289 32 CA,E19,9,5,1006,2221,42.422,289 32 CA\E19_42.422uW.png
289 32 CA,Y19,9,24,4406,2164,7.625,289 32 CA\Y19_7.625uW.png
289 32 CA,A21,10,1,330,2428,15.115,289 32 CA\A21_15.115uW.png
289 32 CA,G21,10,7,1349,2411,18.857,289 32 CA\G21_18.857uW.png
289 32 CA,K21,10,11,2029,2400,16.236,289 32 CA\K21_16.236uW.png
289 32 CA,O21,10,14,2709,2388,15.649,289 32 CA\O21_15.649uW.png
289 32 CA,S21,10,18,3389,2377,19.407,289 32 CA\S21_19.407uW.png
289 32 CA,U21,10,20,3730,2371,15.89,289 32 CA\U21_15.89uW.png
289 32 CA,C27,13,3,680,3010,45.152,289 32 CA\C27_45.152uW.png
289 32 CA,I27,13,9,1700,2993,23.727,289 32 CA\I27_23.727uW.png
289 32 CA,X26,13,23,4247,2842,29.669,289 32 CA\X26_29.669uW.png
289 32 CA,P28,14,15,2891,3060,43.299,289 32 CA\P28_43.299uW.png
289 32 CA,X30,15,23,4254,3235,15.523,289 32 CA\X30_15.523uW.png
289 32 CA,B32,16,2,517,3493,23.568,289 32 CA\B32_23.568uW.png
289 32 CA,E33,16,5,1029,3593,12.452,289 32 CA\E33_12.452uW.png
289 32 CA,G33,16,7,1369,3588,9.348,289 32 CA\G33_9.348uW.png
289 32 CA,K33,16,11,2048,3576,11.867,289 32 CA\K33_11.867uW.png
289 32 CA,O33,16,14,2728,3565,8.514,289 32 CA\O33_8.514uW.png
289 32 CA,S33,16,18,3408,3554,19.047,289 32 CA\S33_19.047uW.png
289 32 CA,T32,16,19,3575,3442,14.92,289 32 CA\T32_14.92uW.png
