array,label,row,col,x,y,Power_uW,crop_file
251 32 CA,B02,1,2,503,537,49.314,251 32 CA\B2_49.314uW.png
251 32 CA,E01,1,5,1011,440,49.529,251 32 CA\E1_49.529uW.png
251 32 CA,G01,1,7,1351,434,50.156,251 32 CA\G1_50.156uW.png
251 32 CA,K01,1,11,2031,422,51.471,251 32 CA\K1_51.471uW.png
251 32 CA,O01,1,14,2711,409,52.966,251 32 CA\O1_52.966uW.png
251 32 CA,S01,1,18,3391,397,49.968,251 32 CA\S1_49.968uW.png
251 32 CA,U01,1,20,3732,390,50.809,251 32 CA\U1_50.809uW.png
251 32 CA,X02,1,23,4244,468,52.841,251 32 CA\X2_52.841uW.png
251 32 CA,C07,4,3,683,1035,50.8,251 32 CA\C7_50.8uW.png
251 32 CA,I07,4,9,1703,1017,50.46,251 32 CA\I7_50.46uW.png
251 32 CA,Q07,4,16,3064,992,50.379,251 32 CA\Q7_50.379uW.png
251 32 CA,W07,4,22,4084,973,52.752,251 32 CA\W7_52.752uW.png
251 32 CA,T12,6,19,3580,1462,51.239,251 32 CA\T12_51.239uW.png
251 32 CA,A13,7,1,354,1630,49.422,251 32 CA\A13_49.422uW.png
251 32 CA,E13,7,5,1033,1617,49.341,251 32 CA\E13_49.341uW.png
251 32 CA,G13,7,7,1373,1611,50.576,251 32 CA\G13_50.576uW.png
251 32 CA,K13,7,11,2053,1599,51.973,251 32 CA\K13_51.973uW.png
251 32 CA,O13,7,14,2733,1586,50.003,251 32 CA\O13_50.003uW.png
251 32 CA,S13,7,18,3413,1574,51.812,251 32 CA\S13_51.812uW.png
251 32 CA,Y13,7,24,4434,1555,51.946,251 32 CA\Y13_51.946uW.png
251 32 CA,A21,10,1,368,2415,48.786,251 32 CA\A21_48.786uW.png
251 32 CA,E21,10,5,1047,2402,49.681,251 32 CA\E21_49.681uW.png
251 32 CA,G21,10,7,1387,2396,49.511,251 32 CA\G21_49.511uW.png
251 32 CA,K21,10,11,2067,2384,50.093,251 32 CA\K21_50.093uW.png
251 32 CA,O21,10,14,2747,2371,48.902,251 32 CA\O21_48.902uW.png
251 32 CA,S21,10,18,3427,2359,51.301,251 32 CA\S21_51.301uW.png
251 32 CA,U21,10,20,3768,2352,50.997,251 32 CA\U21_50.997uW.png
251 32 CA,Y21,10,24,4448,2340,51.901,251 32 CA\Y21_51.901uW.png
251 32 CA,C27,13,3,719,2997,50.084,251 32 CA\C27_50.084uW.png
251 32 CA,I27,13,9,1739,2978,50.908,251 32 CA\I27_50.908uW.png
251 32 CA,Q27,13,16,3100,2953,48.249,251 32 CA\Q27_48.249uW.png
251 32 CA,W27,13,22,4120,2934,50.881,251 32 CA\W27_50.881uW.png
251 32 CA,B32,16,2,557,3480,49.636,251 32 CA\B32_49.636uW.png
251 32 CA,E33,16,5,1069,3579,50.066,251 32 CA\E33_50.066uW.png
251 32 CA,G33,16,7,1409,3573,51.624,251 32 CA\G33_51.624uW.png
251 32 CA,K33,16,11,2089,3561,51.65,251 32 CA\K33_51.65uW.png
251 32 CA,O33,16,14,2769,3548,49.359,251 32 CA\O33_49.359uW.png
251 32 CA,S33,16,18,3449,3536,49.744,251 32 CA\S33_49.744uW.png
251 32 CA,U33,16,20,3790,3529,49.305,251 32 CA\U33_49.305uW.png
251 32 CA,X32,16,23,4298,3411,49.511,251 32 CA\X32_49.511uW.png
